2/06/2017	12:14:38	<Cup><2><0>		271730453	0	0
2/06/2017	12:15:47	<Cup><4><0>		271799254	0	0
2/06/2017	12:15:55	<Cup><3><0>		271807383	0	0
2/06/2017	12:15:55	<Milking><0>		271807513	0	0
2/06/2017	12:15:55	<CurrentYield><19260>		271807733	0	0
2/06/2017	12:15:55	<Valve><5><1>		271807873	0	0
2/06/2017	12:15:57	<Valve><5><0>		271809529	0	0
2/06/2017	12:15:57	<Valve><6><1>		271809669	0	0
2/06/2017	12:15:57	<Valve><2><1>		271809809	0	0
2/06/2017	12:16:04	<Valve><2><0>		271816540	0	0
2/06/2017	12:16:04	<Valve><6><0>		271816680	0	0
2/06/2017	12:16:05	<Pump><1>		271816968	0	0
2/06/2017	12:16:28	<Valve><1><1>	SampleHNS	0	0	1
2/06/2017	12:16:37	<Pump><0>		9775	0	1
2/06/2017	12:16:37	<Valve><1><0>		9915	0	1
2/06/2017	12:16:38	<Valve><2><1>		10055	0	1
2/06/2017	12:16:44	<Valve><2><0>		16835	0	1
2/06/2017	12:16:45	<Pump><1>		17255	0	1
2/06/2017	12:17:08	<Pump><0>		40220	0	1
2/06/2017	12:17:08	<Valve><6><1>		40380	0	1
2/06/2017	12:17:08	<Valve><1><1>		40521	0	1
2/06/2017	12:17:08	<Valve><5><1>		40661	0	1
2/06/2017	12:17:16	<Valve><6><0>		48451	0	1
2/06/2017	12:17:16	<Valve><5><0>		48591	0	1
2/06/2017	12:17:16	<Valve><1><0>		48731	0	1
2/06/2017	12:17:16	<Valve><6><1>		48871	0	1
2/06/2017	12:17:17	<Valve><2><1>		49011	0	1
2/06/2017	12:17:17	<Valve><4><1>	PumpMilk	49151	1	1
2/06/2017	12:17:41	<Valve><4><0>		73453	0	0
2/06/2017	12:17:41	<Valve><5><1>		73593	0	0
2/06/2017	12:17:41	<Pump><1>		73693	0	0
2/06/2017	12:17:42	<Pump><0>		74896	0	0
2/06/2017	12:18:06	<Valve><5><0>		98430	0	0
2/06/2017	12:18:26	<Valve><3><1>		118481	0	0
2/06/2017	12:18:30	<Valve><3><0>		122442	0	0
2/06/2017	12:18:30	<Valve><4><1>		122582	0	0
2/06/2017	12:18:34	<Valve><4><0>		126450	0	0
2/06/2017	12:18:34	<Valve><6><0>		126590	0	0
2/06/2017	12:18:34	<Valve><2><0>		126731	0	0
2/06/2017	12:18:38	<Valve><5><1>		130490	0	0
2/06/2017	12:18:43	<Valve><5><0>		135478	0	0
2/06/2017	13:01:34	<ExpectedYield><12218>		2706680	0	0
2/06/2017	13:01:34	<CowId><3812>		2706820	0	0
2/06/2017	13:03:13	<Milking><1>		2805170	0	0
2/06/2017	13:03:13	<Cup><1><1>		2805290	0	0
2/06/2017	13:03:23	<Cup><2><1>		2815866	0	0
2/06/2017	13:03:32	<Cup><3><1>		2824453	0	0
