13/06/2017	9:48:16	<Valve><2><0>		657397	0	0
13/06/2017	9:48:17	<Pump><1>		657826	0	0
13/06/2017	9:48:34	<Pump><0>		674566	0	0
13/06/2017	9:48:34	<Valve><6><1>		674792	0	0
13/06/2017	9:48:34	<Valve><1><1>		674932	0	0
13/06/2017	9:48:34	<Valve><5><1>		675072	0	0
13/06/2017	9:48:42	<Valve><6><0>		682868	0	0
13/06/2017	9:48:42	<Valve><5><0>		683008	0	0
13/06/2017	9:48:42	<Valve><1><0>		683148	0	0
13/06/2017	9:48:42	<Valve><6><1>		683288	0	0
13/06/2017	9:48:43	<Valve><2><1>		683428	0	0
13/06/2017	9:48:43	<Valve><4><1>		683568	0	0
13/06/2017	9:49:07	<Valve><4><0>		707906	0	0
13/06/2017	9:49:07	<Valve><5><1>		708046	0	0
13/06/2017	9:49:07	<Pump><1>		708146	0	0
13/06/2017	9:49:08	<Pump><0>		709313	0	0
13/06/2017	9:49:28	<Milking><1>		728774	0	0
13/06/2017	9:49:28	<Cup><1><1>		728894	0	0
13/06/2017	9:49:32	<Valve><5><0>		732874	0	0
13/06/2017	9:49:32	<Valve><6><0>		733014	0	0
13/06/2017	9:49:32	<Valve><2><0>		733154	0	0
13/06/2017	9:49:34	<Valve><5><1>		734885	0	0
13/06/2017	9:49:39	<Cup><2><1>		739785	0	0
13/06/2017	9:49:39	<Valve><5><0>		739925	0	0
13/06/2017	9:49:39	<Valve><6><1>		740065	0	0
13/06/2017	9:49:39	<Valve><2><1>		740205	0	0
13/06/2017	9:49:47	<Cup><2><0>		747569	0	0
13/06/2017	9:49:48	<Cup><3><1>		749119	0	0
13/06/2017	9:49:57	<Valve><3><1>		758267	0	0
13/06/2017	9:50:01	<Valve><3><0>		762209	0	0
13/06/2017	9:50:01	<Valve><4><1>		762349	0	0
13/06/2017	9:50:04	<Cup><2><1>		765386	0	0
13/06/2017	9:50:05	<Valve><4><0>		766211	0	0
13/06/2017	9:50:05	<Valve><6><0>		766351	0	0
13/06/2017	9:50:06	<Valve><2><0>		766491	0	0
13/06/2017	9:50:09	<Valve><5><1>		770241	0	0
13/06/2017	9:50:12	<Cup><2><0>		773233	0	0
13/06/2017	9:50:14	<Cup><4><1>		774731	0	0
13/06/2017	9:50:14	<Valve><5><0>		775236	0	0
13/06/2017	9:50:30	<Cup><2><1>		791363	0	0
13/06/2017	9:53:49	<Cup><1><0>		990056	0	0
13/06/2017	9:53:55	<Cup><4><0>		995962	0	0
13/06/2017	9:55:42	<Cup><3><0>		1102499	0	0
13/06/2017	9:56:30	<Cup><2><0>		1150619	0	0
13/06/2017	9:56:30	<Milking><0>		1150749	0	0
13/06/2017	9:56:30	<CurrentYield><16850>		1150969	0	0
13/06/2017	9:56:30	<Valve><5><1>		1151113	0	0
13/06/2017	9:56:32	<Valve><5><0>		1152784	0	0
13/06/2017	9:56:32	<Valve><6><1>		1152924	0	0
13/06/2017	9:56:32	<Valve><2><1>		1153064	0	0
13/06/2017	9:56:39	<Valve><2><0>		1159710	0	0
