910,000	3583820468,576	43,155	3583820511,731	0,111	3583820511,841	1,850	3583820513,691	0,443	3583820514,134
3818,000	3583821195,940	36,516	3583821232,456	0,110	3583821232,566	1,803	3583821234,369	0,441	3583821234,810	5,760	3583821240,570
9605,000	3583821598,072	38,343	3583821636,414	0,110	3583821636,524	1,826	3583821638,351	0,440	3583821638,791	5,709	3583821644,500
9612,000	3583825510,714	38,255	3583825548,969	0,110	3583825549,079	1,793	3583825550,872	0,440	3583825551,312	3,012	3583825554,324
7494,000	3583827188,071	43,198	3583827231,269	0,110	3583827231,379	1,850	3583827233,229	0,440	3583827233,669	5,864	3583827239,533
7824,000	3583827544,224	34,666	3583827578,890	0,110	3583827579,001	1,220	3583827580,221	0,440	3583827580,661	5,863	3583827586,524
3812,000	3583829197,063	34,474	3583829231,538	0,110	3583829231,648	1,810	3583829233,458	0,440	3583829233,898	5,964	3583829239,861
7488,000	3583831794,912	34,645	3583831829,557	0,110	3583831829,667	1,740	3583831831,407	0,440	3583831831,847	5,960	3583831837,807
5110,000	3583835699,057	36,383	3583835735,440	0,110	3583835735,550	2,023	3583835737,573	0,440	3583835738,013	6,012	3583835744,025
3818,000	3583836019,356	35,452	3583836054,808	0,110	3583836054,918	1,760	3583836056,678	0,440	3583836057,118	6,014	3583836063,132
3803,000	3583837883,664	45,446	3583837929,109	0,110	3583837929,219	1,843	3583837931,063	0,440	3583837931,503	6,016	3583837937,518
3805,000	3583838323,195	40,575	3583838363,770	0,110	3583838363,880	1,813	3583838365,693	0,440	3583838366,132	6,155	3583838372,288
1867,000	3583839378,372	38,097	3583839416,469	0,110	3583839416,579	1,890	3583839418,469	0,440	3583839418,909	6,062	3583839424,971
7679,000	3583839863,899	46,150	3583839910,048	0,110	3583839910,158	1,813	3583839911,972	0,440	3583839912,412	6,110	3583839918,521
5867,000	3583841374,753	39,911	3583841414,664	0,110	3583841414,774	1,863	3583841416,637	0,440	3583841417,077	6,063	3583841423,140
901,000	3583841884,185	44,251	3583841928,436	0,110	3583841928,546	1,842	3583841930,388	0,440	3583841930,828	6,110	3583841936,938
7836,000	3583842390,223	45,008	3583842435,231	0,110	3583842435,341	1,820	3583842437,161	0,440	3583842437,601	6,105	3583842443,706
7492,000	3583842840,520	45,628	3583842886,148	0,110	3583842886,258	1,802	3583842888,060	0,440	3583842888,500	6,110	3583842894,610
3794,000	3583843304,396	38,957	3583843343,353	0,110	3583843343,463	1,860	3583843345,323	0,440	3583843345,763	6,163	3583843351,926
9603,000	3583844383,381	38,621	3583844422,002	0,110	3583844422,112	1,863	3583844423,975	0,440	3583844424,415	6,060	3583844430,474
9612,000	3583844772,008	35,645	3583844807,652	0,110	3583844807,762	1,871	3583844809,633	0,440	3583844810,073	5,962	3583844816,035
7684,000	3583845055,761	34,997	3583845090,758	0,110	3583845090,868	1,880	3583845092,749	0,440	3583845093,189	6,011	3583845099,199
9601,000	3583845481,566	38,908	3583845520,474	0,110	3583845520,584	1,850	3583845522,434	0,440	3583845522,874	6,205	3583845529,079
7496,000	3583846411,305	38,478	3583846449,783	0,110	3583846449,893	1,829	3583846451,722	0,440	3583846452,162	6,205	3583846458,367
3820,000	3583849149,416	36,432	3583849185,848	0,110	3583849185,958	1,863	3583849187,821	0,440	3583849188,261	6,264	3583849194,526
9606,000	3583849494,511	37,660	3583849532,171	0,110	3583849532,281	1,822	3583849534,103	0,440	3583849534,543	6,160	3583849540,703
7881,000	3583849855,026	38,618	3583849893,644	0,110	3583849893,754	1,821	3583849895,575	0,440	3583849896,015	6,311	3583849902,326
9605,000	3583850378,816	44,446	3583850423,262	0,110	3583850423,372	1,812	3583850425,184	0,440	3583850425,624	6,211	3583850431,835
7678,000	3583850813,148	43,870	3583850857,018	0,110	3583850857,128	1,823	3583850858,952	0,440	3583850859,392	6,213	3583850865,604
3793,000	3583851364,790	40,051	3583851404,841	0,110	3583851404,951	1,831	3583851406,782	0,440	3583851407,222	6,159	3583851413,381
7491,000	3583852078,154	39,966	3583852118,120	0,110	3583852118,230	1,731	3583852119,961	0,440	3583852120,401	6,363	3583852126,763
905,000	3583852593,277	42,021	3583852635,298	0,110	3583852635,408	1,810	3583852637,218	0,440	3583852637,658	6,361	3583852644,019
9604,000	3583853028,289	41,368	3583853069,657	0,110	3583853069,767	1,810	3583853071,577	0,440	3583853072,017	6,305	3583853078,322
3799,000	3583853448,098	46,551	3583853494,649	0,110	3583853494,759	1,790	3583853496,549	0,440	3583853496,989	6,103	3583853503,092
3808,000	3583853942,308	47,509	3583853989,817	0,110	3583853989,927	1,823	3583853991,750	0,440	3583853992,190	6,054	3583853998,244
3797,000	3583854399,951	47,634	3583854447,585	0,110	3583854447,695	1,770	3583854449,465	0,440	3583854449,905	6,252	3583854456,156
5869,000	3583855391,865	36,721	3583855428,586	0,110	3583855428,696	1,758	3583855430,454	0,444	3583855430,898	6,107	3583855437,004
3812,000	3583855781,582	40,367	3583855821,949	0,110	3583855822,059	1,812	3583855823,871	0,440	3583855824,311	6,162	3583855830,473
910,000	3583856236,039	38,145	3583856274,184	0,110	3583856274,294	1,820	3583856276,114	0,440	3583856276,554	6,208	3583856282,762
7681,000	3583856616,177	41,583	3583856657,760	0,110	3583856657,870	1,800	3583856659,670	0,440	3583856660,110	6,211	3583856666,321
7494,000	3583857179,756	39,757	3583857219,513	0,110	3583857219,623	1,820	3583857221,443	0,440	3583857221,883	6,153	3583857228,036
7679,000	3583860229,728	36,521	3583860266,249	0,110	3583860266,359	1,772	3583860268,131	0,440	3583860268,571	6,020	3583860274,591
7836,000	3583863008,677	41,310	3583863049,987	0,110	3583863050,097	1,822	3583863051,919	0,440	3583863052,359	6,013	3583863058,372
7488,000	3583864205,990	37,753	3583864243,743	0,110	3583864243,853	1,750	3583864245,603	0,440	3583864246,043	6,101	3583864252,144
9612,000	3583864823,130	35,502	3583864858,631	0,110	3583864858,741	1,782	3583864860,524	0,440	3583864860,964	6,163	3583864867,126
5867,000	3583865331,939	36,327	3583865368,265	0,110	3583865368,375	1,770	3583865370,146	0,440	3583865370,586	6,164	3583865376,749
3805,000	3583865773,859	38,467	3583865812,326	0,110	3583865812,436	1,780	3583865814,216	0,440	3583865814,656	6,165	3583865820,821
901,000	3583866549,294	40,843	3583866590,138	0,110	3583866590,248	1,811	3583866592,059	0,440	3583866592,499	6,210	3583866598,708
5110,000	3583871869,845	34,665	3583871904,510	0,110	3583871904,620	1,783	3583871906,403	0,440	3583871906,843	6,517	3583871913,360
9601,000	3583872268,896	38,080	3583872306,976	0,110	3583872307,086	1,750	3583872308,836	0,440	3583872309,276	6,506	3583872315,782
7492,000	3583872676,375	42,142	3583872718,517	0,110	3583872718,627	1,785	3583872720,412	0,440	3583872720,852	6,405	3583872727,257
3794,000	3583874573,448	38,079	3583874611,527	0,110	3583874611,637	1,820	3583874613,457	0,456	3583874613,913	6,541	3583874620,455
7678,000	3583875517,965	38,514	3583875556,479	0,110	3583875556,589	1,870	3583875558,459	0,440	3583875558,899	6,357	3583875565,255
3820,000	3583876286,417	37,742	3583876324,159	0,110	3583876324,269	1,800	3583876326,069	0,440	3583876326,509	6,314	3583876332,823
3803,000	3583877579,000	48,489	3583877627,489	0,110	3583877627,599	1,799	3583877629,398	0,440	3583877629,838	6,303	3583877636,141
7824,000	3583880592,220	33,138	3583880625,358	0,110	3583880625,468	1,830	3583880627,299	0,440	3583880627,739	6,211	3583880633,949
9605,000	3583882044,998	39,222	3583882084,220	0,110	3583882084,330	1,750	3583882086,080	0,440	3583882086,520	6,162	3583882092,682
9603,000	3583882577,344	40,288	3583882617,632	0,110	3583882617,742	1,860	3583882619,602	0,440	3583882620,042	6,406	3583882626,448
905,000	3583883033,998	42,919	3583883076,917	0,110	3583883077,027	1,803	3583883078,830	0,440	3583883079,270	6,355	3583883085,625
9606,000	3583883474,736	39,946	3583883514,682	0,110	3583883514,792	1,810	3583883516,602	0,440	3583883517,042	6,503	3583883523,545
3818,000	3583885183,604	44,405	3583885228,009	0,110	3583885228,119	1,821	3583885229,940	0,440	3583885230,380	6,217	3583885236,597
5868,000	3583886175,656	38,573	3583886214,229	0,110	3583886214,339	1,783	3583886216,122	0,440	3583886216,562	6,161	3583886222,723
7836,000	3583888083,469	45,624	3583888129,093	0,110	3583888129,203	1,800	3583888131,003	0,440	3583888131,443	6,364	3583888137,807
7494,000	3583888997,205	41,791	3583889038,996	0,110	3583889039,106	1,774	3583889040,880	0,440	3583889041,320	6,513	3583889047,833
7491,000	3583891688,685	36,424	3583891725,108	0,110	3583891725,218	1,780	3583891726,998	0,440	3583891727,439	6,153	3583891733,591
7679,000	3583892141,373	50,593	3583892191,966	0,110	3583892192,076	1,789	3583892193,865	0,440	3583892194,305	6,314	3583892200,619
7684,000	3583892746,031	37,313	3583892783,344	0,110	3583892783,454	1,871	3583892785,325	0,440	3583892785,765	6,417	3583892792,182
901,000	3583893257,121	43,929	3583893301,051	0,110	3583893301,161	1,760	3583893302,921	0,440	3583893303,361	6,564	3583893309,925
3812,000	3583893784,170	47,264	3583893831,434	0,110	3583893831,544	1,810	3583893833,354	0,440	3583893833,794	6,257	3583893840,051
3797,000	3583894226,435	42,770	3583894269,206	0,110	3583894269,316	1,753	3583894271,069	0,440	3583894271,509	6,511	3583894278,020
7488,000	3583894612,760	38,843	3583894651,603	0,110	3583894651,713	1,821	3583894653,534	0,440	3583894653,974	6,254	3583894660,228
7681,000	3583895022,109	41,802	3583895063,911	0,110	3583895064,021	1,780	3583895065,801	0,440	3583895066,241	6,312	3583895072,553
3808,000	3583895651,979	51,886	3583895703,865	0,110	3583895703,975	1,752	3583895705,727	0,440	3583895706,167	6,558	3583895712,725
7492,000	3583896041,340	38,992	3583896080,332	0,110	3583896080,442	1,740	3583896082,182	0,443	3583896082,625	6,506	3583896089,131
9612,000	3583896549,147	39,600	3583896588,747	0,110	3583896588,857	1,800	3583896590,657	0,440	3583896591,097	6,156	3583896597,253
