11/07/2017	9:47:52	<Cup><3><0>		4836861	0	0
11/07/2017	9:48:13	<Cup><1><0>		4857576	0	0
11/07/2017	9:48:40	<Cup><4><0>		4884834	0	0
11/07/2017	9:49:11	<Cup><2><0>		4915470	0	0
11/07/2017	9:49:11	<Milking><0>		4915606	0	0
11/07/2017	9:49:11	<CurrentYield><19940>		4915830	0	0
11/07/2017	9:49:12	<Valve><5><1>		4915970	0	0
11/07/2017	9:49:13	<Valve><5><0>		4917623	0	0
11/07/2017	9:49:13	<Valve><6><1>		4917765	0	0
11/07/2017	9:49:14	<Valve><2><1>		4917905	0	0
11/07/2017	9:49:20	<Valve><2><0>		4924582	0	0
11/07/2017	9:49:20	<Valve><6><0>		4924722	0	0
11/07/2017	9:49:21	<Pump><1>		4925047	0	0
11/07/2017	9:49:39	<ExpectedYield><22697>		4943666	0	0
11/07/2017	9:49:39	<CowId><3799>		4943806	0	0
11/07/2017	9:49:44	<Valve><1><1>	SampleHNS	0	0	1
11/07/2017	9:49:53	<Pump><0>		9764	0	1
11/07/2017	9:49:54	<Valve><1><0>		9905	0	1
11/07/2017	9:49:54	<Valve><2><1>		10045	0	1
11/07/2017	9:50:01	<Valve><2><0>		16838	0	1
11/07/2017	9:50:01	<Pump><1>		17286	0	1
11/07/2017	9:50:24	<Pump><0>		40122	0	1
11/07/2017	9:50:24	<Valve><6><1>		40294	0	1
11/07/2017	9:50:24	<Valve><1><1>		40434	0	1
11/07/2017	9:50:24	<Valve><5><1>		40574	0	1
11/07/2017	9:50:32	<Valve><6><0>		48357	0	1
11/07/2017	9:50:32	<Valve><5><0>		48497	0	1
11/07/2017	9:50:32	<Valve><1><0>		48637	0	1
11/07/2017	9:50:32	<Valve><6><1>		48777	0	1
11/07/2017	9:50:33	<Valve><2><1>		48917	0	1
11/07/2017	9:50:33	<Valve><4><1>	PumpMilk	49057	1	1
11/07/2017	9:50:57	<Valve><4><0>		73373	0	0
11/07/2017	9:50:57	<Valve><5><1>		73517	0	0
11/07/2017	9:50:57	<Pump><1>		73617	0	0
11/07/2017	9:50:59	<Pump><0>		74805	0	0
11/07/2017	9:51:09	<Milking><1>		85160	0	0
11/07/2017	9:51:09	<Cup><1><1>		85283	0	0
11/07/2017	9:51:19	<Cup><2><1>		95403	0	0
11/07/2017	9:51:22	<Valve><5><0>		98343	0	0
11/07/2017	9:51:28	<Cup><3><1>		104158	0	0
11/07/2017	9:51:36	<Cup><4><1>		112523	0	0
11/07/2017	9:51:42	<Valve><3><1>		118420	0	0
11/07/2017	9:51:46	<Valve><3><0>		122366	0	0
11/07/2017	9:51:46	<Valve><4><1>		122506	0	0
11/07/2017	9:51:50	<Valve><4><0>		126378	0	0
11/07/2017	9:51:50	<Valve><6><0>		126518	0	0
11/07/2017	9:51:50	<Valve><2><0>		126658	0	0
11/07/2017	9:51:54	<Valve><5><1>		130405	0	0
11/07/2017	9:51:59	<Valve><5><0>		135412	0	0
11/07/2017	9:55:46	<Cup><4><0>		361714	0	0
11/07/2017	9:56:35	<Cup><3><0>		411460	0	0
